iter	Logloss
529	0.5270340677
530	0.5269635453
531	0.5268964224
532	0.526811748
533	0.5267022879
534	0.5266080471
535	0.5265134505
536	0.5264042671
537	0.5263359584
538	0.5262639337
539	0.526181394
540	0.5260701155
541	0.5259752026
542	0.5258809223
543	0.5258359366
544	0.5257531201
545	0.5256595117
546	0.5255710029
547	0.5255177948
548	0.5254337924
549	0.5253750895
550	0.5253105361
551	0.5252265337
552	0.5251427685
553	0.5250535085
554	0.5249483178
555	0.5248798509
556	0.524801106
557	0.5246938992
558	0.5245955867
559	0.5244854151
560	0.524425724
561	0.5243361873
562	0.5242767334
563	0.5241943913
564	0.5241208249
565	0.5240791598
566	0.5240231054
567	0.5239382729
568	0.5238635602
569	0.5238067153
570	0.5237173762
571	0.5236373269
572	0.5235324524
573	0.5234630763
574	0.5234240596
575	0.5233372505
576	0.5232592173
577	0.5231983402
578	0.5231263156
579	0.5230586393
580	0.5229723046
581	0.5229051422
582	0.5228269113
583	0.5227494709
584	0.5226611202
585	0.5225623729
586	0.5224971475
587	0.5224193514
588	0.5223243595
589	0.5222482632
590	0.5221788871
591	0.5221055579
592	0.5220389885
593	0.5219643548
594	0.5219052962
595	0.5218335087
596	0.5217840165
597	0.5216805651
598	0.5216152606
599	0.5215362786
600	0.5214515647
601	0.5213657043
602	0.5212838761
603	0.5212114957
604	0.5211510139
605	0.5210795032
606	0.5210271648
607	0.5209830487
608	0.5208893613
609	0.5207838543
610	0.5207080742
611	0.5206369983
612	0.5205582535
613	0.5204838175
614	0.5204128601
615	0.5203710764
616	0.5202973519
617	0.5201961537
618	0.5201263823
619	0.5200618685
620	0.5199849816
621	0.5199255672
622	0.5198469409
623	0.5197944048
624	0.5197024172
625	0.5196381406
626	0.5195624791
627	0.5194816787
628	0.5194087449
629	0.519343638
630	0.5192843818
631	0.5192022373
632	0.5191203696
633	0.5190565673
634	0.5189722881
635	0.5189288836
636	0.5188589145
637	0.5187885897
638	0.5187134026
639	0.5186466751
640	0.5185862329
641	0.5184929013
642	0.5184379538
643	0.5184002812
644	0.5183255685
645	0.5182539391
646	0.5182011659
647	0.5181147521
648	0.5180573933
649	0.5179972278
650	0.5179099839
651	0.5178601359
652	0.5177848697
653	0.5177216209
654	0.5176763584
655	0.51762991
656	0.5175579249
657	0.5174846748
658	0.5174361708
659	0.5173886946
660	0.5173265526
661	0.5172652803
662	0.5172076448
663	0.5171419055
664	0.5170854163
665	0.5170229581
666	0.5169382046
667	0.5168670496
668	0.5168133276
669	0.5167419355
670	0.5166521221
671	0.5165557071
672	0.5164925768
673	0.5164561692
674	0.5163862396
675	0.5163098666
676	0.5162260224
677	0.5161539977
678	0.5160952158
679	0.5160327971
680	0.5159792727
681	0.5159285946
682	0.5158466873
683	0.5157916608
684	0.5157359622
685	0.5156869048
686	0.5156210469
687	0.5155734126
688	0.5155144726
689	0.515455493
690	0.5154026802
691	0.5153655215
692	0.5152957106
693	0.5152206026
694	0.515164825
695	0.515122211
696	0.515069675
697	0.5150208943
698	0.5149558665
699	0.5148984286
700	0.5148569216
701	0.5147723262
702	0.5147203831
703	0.5146436938
704	0.5145675185
705	0.5145296482
706	0.514451694
707	0.5143623154
708	0.5142951926
709	0.514252974
710	0.5141932038
711	0.5140946937
712	0.5140196647
713	0.5139663775
714	0.5138886605
715	0.5138062393
716	0.5137406186
717	0.513696463
718	0.5136377206
719	0.5135739183
720	0.5135153736
721	0.5134578566
722	0.5133816813
723	0.5133423484
724	0.5132942397
725	0.513247317
726	0.5131743041
727	0.513104928
728	0.5130209651
729	0.5129307564
730	0.5128741487
731	0.5128599177
732	0.5128169084
733	0.5127710135
734	0.51273089
735	0.5126978425
736	0.5126550704
737	0.5125926912
738	0.5125481008
739	0.5125134325
740	0.5124376524
741	0.5123824283
742	0.5123393795
743	0.5122877921
744	0.5122212622
745	0.5121639825
746	0.5120891512
747	0.512014557
748	0.5119551426
749	0.5118903916
750	0.5118198691
751	0.5117776505
752	0.5117312812
753	0.5116623399
754	0.5116235605
755	0.5115605092
756	0.5114980905
757	0.511435909
758	0.511382938
759	0.5113217052
760	0.5112564798
761	0.5111823601
762	0.5111127468
763	0.5110711211
764	0.5110208778
765	0.5109737574
766	0.5109055672
767	0.5108464295
768	0.5108048434
769	0.5107386298
770	0.5106818639
771	0.5106377873
772	0.5105718109
773	0.5105161914
774	0.5104754354
775	0.5104350747
776	0.5103866498
777	0.5103498073
778	0.5102906301
779	0.510243905
780	0.5101763869
781	0.5101218742
782	0.5100422597
783	0.5099861264
784	0.5099464377
785	0.5098811332
786	0.5098227466
787	0.5097755076
788	0.5097222995
789	0.5096619759
790	0.5096154485
791	0.5095728345
792	0.5095193893
793	0.5094515153
794	0.5094068853
795	0.5093664061
796	0.5093191671
797	0.5093057267
798	0.5092572622
799	0.5091902184
800	0.5091220678
801	0.5090724174
802	0.5090139122
803	0.5089855293
804	0.5089435083
805	0.5088860704
806	0.5088445634
807	0.50877159
808	0.5087231256
809	0.5087058112
810	0.5086601534
811	0.5086103054
812	0.5085687983
813	0.508519148
814	0.5084611171
815	0.5084129689
816	0.5083719758
817	0.5083371889
818	0.5083007813
819	0.5082569814
820	0.5082042081
821	0.5081534905
822	0.508103089
823	0.5080569173
824	0.5080071879
825	0.5079636648
826	0.507925162
827	0.507869424
828	0.5078103258
829	0.5077632449
830	0.50770893
831	0.5076466298
832	0.5075780444
833	0.5075333748
834	0.5074926979
835	0.5074609549
836	0.5074262075
837	0.5073652119
838	0.5073152058
839	0.5072528661
840	0.5072002905
841	0.5071386624
842	0.5070984994
843	0.5070631591
844	0.507011295
845	0.5069466625
846	0.5068965774
847	0.5068506033
848	0.5067846269
849	0.5067101513
850	0.5066693558
851	0.5066104553
852	0.5065629396
853	0.5065141194
854	0.5064549421
855	0.5064076241
856	0.5063865543
857	0.5063371411
858	0.5062899417
859	0.5062376032
860	0.5061972821
861	0.5061511895
862	0.5061042272
863	0.5060640246
864	0.5060021988
865	0.5059494651
866	0.5059006449
867	0.5058287784
868	0.5058015418
869	0.5057399137
870	0.5057068662
871	0.5056340509
872	0.5055894209
873	0.505560366
874	0.5055538039
875	0.5055123759
876	0.5054675483
877	0.5054340659
878	0.5053699078
879	0.5053279659
880	0.5052806479
881	0.5052305231
882	0.5051841933
883	0.5051372706
884	0.5050922453
885	0.5050580514
886	0.5049685938
887	0.5049267705
888	0.5048712696
889	0.5048352573
890	0.5047882159
891	0.5047173772
892	0.5046737355
893	0.5046466175
894	0.5045896935
895	0.5045670425
896	0.5045401618
897	0.5044885744
898	0.5044505065
899	0.5044100272
900	0.504386388
901	0.5043270131
902	0.5042767302
903	0.5042362905
904	0.5042092121
905	0.5041551343
906	0.5040949293
907	0.5040519596
908	0.5040050368
909	0.5039692617
910	0.5039042735
911	0.5038346997
912	0.5037903069
913	0.5037472186
914	0.5037065417
915	0.5036757869
916	0.5036258994
917	0.5035802021
918	0.5035420156
919	0.5034880564
920	0.5034412127
921	0.5033931436
922	0.5033539293
923	0.5033096551
924	0.503279098
925	0.5032488571
926	0.5032070338
927	0.5031391994
928	0.5030969017
929	0.5030559876
930	0.5030231377
931	0.502997008
932	0.5029264855
933	0.5029129266
934	0.5028680989
935	0.5028276987
936	0.5028020039
937	0.5027626314
938	0.5027174876
939	0.5026687464
940	0.5026095692
941	0.5025759682
942	0.5025337496
943	0.5025063945
944	0.5024834667
945	0.5024500239
946	0.5024146045
947	0.5023911234
948	0.5023416312
949	0.5023021006
950	0.5022399586
951	0.5022095992
952	0.502169871
953	0.5021257944
954	0.5020610434
955	0.5020190619
956	0.5019675932
957	0.5019361664
958	0.5018898761
959	0.5018318058
960	0.5017916823
961	0.5017466965
962	0.5016844754
963	0.501647633
964	0.5016080234
965	0.5015628795
966	0.5015155614
967	0.5014529846
968	0.5014090266
969	0.5013613528
970	0.5013439198
971	0.5012939927
972	0.5012616568
973	0.5012251305
974	0.5011844141
975	0.5011402189
976	0.501085983
977	0.5010302054
978	0.5009807923
979	0.5009509072
980	0.5009138275
981	0.5008404193
982	0.5008032606
983	0.5007462576
984	0.5007256622
985	0.5007127357
986	0.5006674337
987	0.5006182181
988	0.5005716116
989	0.5005331089
990	0.5004946457
991	0.5004878859
992	0.5004310806
993	0.5003897711
994	0.5003383024
995	0.5003080615
996	0.5002632734
997	0.5002105792
998	0.5001903396
999	0.5001426262
